CustomerID,FirstName,LastName,Email,Phone,Address,City,State,Country,ZipCode,Gender,Age,JoinDate,LastPurchaseDate,TotalSpent,LoyaltyPoints,PurchaseFrequency,CustomerSegment,PreferredPaymentMethod,MaritalStatus,Education,Occupation,Hobbies,AccountCreationDate,AccountStatus,LastUpdated,Notes,ReferrerID,PromotionalEmails,FeedbackRating
Cust_13,Mary,Green,christian.johnson@None,2595118882,Unit 2892 Box 3870 DPO AP 11212,Stephensonport,Kansas,French Guiana,97917,,,,,6437.89,,8.0,Gold,PayPal,,High School,Engineer,Traveling,2024-09-04,Active,2024-05-26,Hot represent plant.,,False,3.6
Cust_14,Shawn,Carter,lindsey.landry@gmail.com,001-506-314-4349,"PSC 7341, Box 5118 APO AA 40441",South Kathryn,Nevada,Saint Martin,24084,,37.0,,,4516.81,3.0,,Gold,Debit Card,Married,,Teacher,Sports,2024-05-12,Active,2024-05-28,,Cust_7101,False,
Cust_15,Vanessa,Mitchell,mark.le@gmail.com,744.834.5908,"6898 Collier Motorway Suite 432 North Troy, ID 01937",Mirandaland,West Virginia,Qatar,55387,Male,,2024-06-15,2024-02-02,6579.71,267.0,12.0,Gold,,Divorced,,,Music,2024-04-03,Active,2024-02-08,To remember stuff.,,False,3.2
Cust_16,Paul,Diaz,heather.bush@outlook.com,744-998-0626,"9894 Olson Crossroad North Stephanie, UT 96579",Deniseland,Kansas,Tuvalu,76330,Male,,,2024-02-05,5585.33,,,Bronze,PayPal,Divorced,,Teacher,Traveling,2024-01-25,Inactive,2024-08-20,,Cust_8128,True,4.2
Cust_17,Amanda,Patterson,jeremy.ferguson@outlook.com,001-286-323-0136x133,"5762 Oneal Lights New Edward, TX 21977",Port Michellefort,Hawaii,Korea,85416,Female,45.0,,2024-05-13,4373.66,468.0,,Gold,PayPal,,Master,Engineer,Reading,2024-09-10,Inactive,2024-02-07,Less nearly effort.,Cust_7045,False,
Cust_18,Virginia,Anderson,howard.bryan@None,+1-522-650-1733x3513,"965 Davis Mews Apt. 453 South Evan, MO 86134",East Kimberly,Tennessee,Madagascar,,Male,,,2024-10-06,6093.27,276.0,,Gold,PayPal,Married,Bachelor,Other,Sports,,Inactive,2024-06-26,,Cust_3205,True,1.1
Cust_19,Scott,Henderson,michael.baker@outlook.com,550-969-4523,"0765 David Courts Apt. 580 Allenmouth, MN 20309",South Jason,Illinois,Central African Republic,52833,,,,2024-10-08,7645.87,89.0,,Gold,PayPal,,High School,,Traveling,2024-04-04,Inactive,2024-01-30,Expert side clearly.,Cust_828,True,
Cust_20,Debra,Beck,joshua.robinson@outlook.com,812-973-6755,"78188 Klein Isle Suite 655 North Micheleborough, VA 32498",Clarkbury,Mississippi,British Virgin Islands,73870,Female,46.0,,2024-03-23,8821.95,,,Platinum,PayPal,,Bachelor,Teacher,Music,,Inactive,2024-09-04,Land anything.,Cust_2227,False,
Cust_21,Felicia,Crawford,eric.martinez@gmail.com,+1-232-307-5832x368,"605 Kyle Mountains West Margaret, NC 09146",Cunninghambury,Iowa,Guinea,,Male,51.0,2024-05-16,2024-10-12,2462.03,140.0,,Platinum,Debit Card,Divorced,Bachelor,Teacher,Traveling,,Active,2024-03-11,,,True,1.3
Cust_22,Michael,Robbins,richard.bryan@yahoo.com,(481)431-7063x28977,Unit 9650 Box 1489 DPO AE 31155,Jasonbury,Michigan,Congo,31359,,63.0,2024-03-25,,5170.09,,5.0,Bronze,Debit Card,Married,Bachelor,Other,Sports,,Inactive,2024-05-17,,,False,4.9
Cust_23,Kimberly,Romero,robert.white@yahoo.com,+1-733-896-1707x738,"64763 Jessica Haven North Alexandriashire, MH 71708",Brandyburgh,Massachusetts,Jamaica,83677,Male,22.0,,2024-04-07,8406.04,317.0,9.0,Bronze,Debit Card,Married,,Engineer,Reading,,,2024-06-15,Order minute.,,False,4.8
Cust_24,Bryan,Davies,kevin.patel@None,+1-848-469-3715x01926,"6695 Gerald Loaf Holdershire, UT 91504",Jamesstad,Connecticut,Angola,55411,Female,26.0,2024-05-21,,3249.78,,,Bronze,Debit Card,Married,High School,Other,Reading,,,2024-10-08,Quite see open once.,,False,
Cust_25,Paul,Sanchez,jon.johnson@yahoo.com,001-396-447-0572x68004,"1574 Morgan Row Suite 824 East Cindyton, SC 80862",West Jesus,Washington,Aruba,91135,,25.0,,2024-03-01,8025.4,298.0,10.0,Silver,,Single,Bachelor,Teacher,,2024-02-07,Inactive,2024-09-18,Election sure.,,True,
Cust_26,Pam,Wright,hector.walters@gmail.com,(858)790-7850,"558 Cross Union Lake Ralph, WI 63800",South Jeffery,Maryland,Burkina Faso,,Male,,,2024-05-21,9344.05,427.0,9.0,Platinum,PayPal,Single,Bachelor,Teacher,Reading,2024-06-13,,2024-06-09,,Cust_8221,True,1.3
Cust_27,Lance,Cooper,robyn.wright@yahoo.com,861-370-1312,Unit 0152 Box 7241 DPO AE 43031,South Lynnmouth,Oregon,Yemen,,,45.0,2024-05-03,2024-06-28,9551.22,292.0,2.0,Bronze,Credit Card,Single,High School,Engineer,Sports,,,2024-04-10,,Cust_3879,True,4.2
Cust_28,Stacey,Hernandez,stephanie.smith@yahoo.com,(225)716-2328,"072 Carlson Place North Nicole, ID 98098",Christopherfort,Alabama,Ghana,,,35.0,2024-10-14,,1765.23,,,Silver,Debit Card,Divorced,Bachelor,Doctor,Traveling,,,2024-02-16,Truth wind board.,,True,
Cust_29,Nathan,Hill,mike.martinez@outlook.com,252.606.5381,"0116 Jerry Skyway Suite 821 East Matthew, AK 65246",Colemanbury,West Virginia,Tanzania,,Female,49.0,2024-02-14,,2100.99,,6.0,Platinum,,Married,High School,Doctor,,,Inactive,2024-09-02,,Cust_7087,False,1.5
Cust_30,Haley,Riley,jonathan.miller@gmail.com,9559763646,USS Kaiser FPO AA 77617,Andreaburgh,Tennessee,Jersey,,Female,,2024-01-13,2024-06-15,7212.49,,10.0,Gold,Debit Card,Single,,Doctor,,,Inactive,2024-03-20,,,False,2.3
Cust_31,James,Phillips,martha.maxwell@yahoo.com,+1-574-998-7822x1052,"91588 Robert Ports Suite 681 South Jadeshire, OH 91986",Port Whitneyview,North Carolina,Puerto Rico,13971,Male,,,,2573.11,243.0,,,Credit Card,Married,Bachelor,Other,Traveling,,,2024-04-10,,,False,
Cust_32,Chelsey,Mcpherson,teresa.arnold@outlook.com,+1-869-873-4811x725,"8068 Singh Ranch Apt. 181 East Claireton, TN 68532",East Kimberly,Alaska,Benin,,Male,57.0,2024-10-13,,5372.44,,12.0,Silver,,,Bachelor,Teacher,Traveling,,,2024-01-15,Military describe.,,False,1.8
Cust_33,David,Calderon,anne.johnson@gmail.com,(550)248-2816,"580 Kevin Path Apt. 382 West Natalieshire, ID 24504",South Stephen,Nebraska,Bermuda,48008,,,,2024-08-10,129.09,412.0,,Gold,Credit Card,,High School,Doctor,Reading,2024-08-07,Active,2024-02-07,,,True,
Cust_34,Charles,Jackson,michelle.smith@outlook.com,245.422.2150x2334,Unit 5308 Box 1861 DPO AE 60127,East John,Utah,Turkmenistan,32533,Male,59.0,2024-05-17,,466.54,,,Bronze,Debit Card,Married,Master,Doctor,Traveling,,,2024-05-24,See peace baby lay.,Cust_6436,False,
Cust_35,Michelle,Ramirez,heather.medina@gmail.com,+1-480-426-3113x3264,"98301 Mcdaniel Mills Suite 797 Blackwellview, MS 22081",North Jessica,Connecticut,Kyrgyz Republic,48367,,,2024-02-12,,2249.0,,4.0,,Debit Card,Married,Bachelor,,Reading,2024-02-04,,2024-05-18,,,True,
Cust_36,Sean,Gordon,hannah.fischer@yahoo.com,(806)923-9818x093,"69618 Elliott Mission New Christopher, WV 42968",Port Catherinebury,Montana,American Samoa,74700,Female,30.0,2024-01-16,2024-04-19,3921.43,,,Bronze,,,High School,,,2024-10-11,,2024-03-24,Agency brother turn.,Cust_4761,True,4.1
Cust_37,Robert,Barnes,linda.henry@yahoo.com,+1-325-989-5687x326,"301 Joshua Via Lake Marcus, RI 68188",Christopherstad,Montana,Bahrain,,,,,,3411.25,,,,Credit Card,Divorced,,Other,Traveling,2024-03-14,Active,2024-03-13,,Cust_8976,True,1.5
Cust_38,Juan,Nguyen,jennifer.thomas@gmail.com,(622)222-0167,"580 Olivia Ferry Apt. 756 New Brett, WI 13655",Marissaland,Georgia,Myanmar,,Male,,,,511.86,135.0,3.0,Silver,Credit Card,Divorced,Master,Doctor,Sports,2024-08-26,,2024-07-26,,,False,4.7
Cust_39,Maria,Bowman,hannah.anderson@None,532-447-4348x679,"3066 Wang Point Suite 746 Blairborough, SD 56557",East Chadside,West Virginia,Bulgaria,,Male,50.0,,2024-04-24,4019.69,,2.0,Platinum,,Divorced,,Doctor,,,,2024-07-07,,,True,
Cust_40,Lynn,Mitchell,bradley.burns@outlook.com,823.914.1864x05997,USS Morton FPO AE 33502,Port Lori,Maine,Egypt,,Female,,2024-06-02,2024-03-02,9142.93,266.0,9.0,,,Single,,Doctor,,2024-08-13,Active,2024-08-23,Individual raise.,Cust_3449,False,2.2
Cust_41,Albert,Williams,david.castillo@yahoo.com,441-799-6854x75008,"65201 Bean Hill Nicoleberg, NY 70516",Griffithhaven,Louisiana,Tonga,,,27.0,2024-09-08,,8933.77,38.0,9.0,Gold,PayPal,Single,Bachelor,,Reading,,Inactive,2024-03-24,Financial keep such.,Cust_22,True,3.3
Cust_42,Kristina,Howard,kenneth.moore@None,(950)297-8785,"690 Ross Land Port Jamesport, MI 15942",West Thomasberg,Maryland,India,,Male,46.0,,2024-09-24,7221.99,423.0,11.0,Bronze,PayPal,,Bachelor,,Music,2024-05-13,Inactive,2024-05-09,Short support.,Cust_5722,True,1.9
Cust_43,Barbara,Hamilton,daniel.mercer@outlook.com,450.412.3519,"398 Cook Stravenue Suite 913 Port Keith, MA 53737",North David,Georgia,Slovenia,98623,,58.0,,,2480.43,82.0,,Silver,,,Bachelor,Teacher,,2024-05-26,Active,2024-08-14,,Cust_9368,False,
Cust_44,James,Berry,stephanie.duke@None,556.651.2521,"61002 Charles Port Port Jennifershire, TX 27488",Port Edwardbury,North Dakota,Belgium,,Female,,,,6939.69,,3.0,Gold,PayPal,Divorced,Master,Other,Sports,2024-07-13,,2024-09-03,,,False,
Cust_45,Corey,Lee,kenneth.drake@None,893-441-3701x685,"4644 Hayes Camp Suite 194 East Albert, HI 29977",Sandraport,North Dakota,Cape Verde,,Male,57.0,2024-04-27,,7010.36,,,Platinum,,Married,,Other,Sports,2024-01-03,Inactive,2024-04-08,,Cust_4202,True,2.9
Cust_46,Cheyenne,Larsen,ashley.frye@yahoo.com,805.299.1535,"536 Charles Branch New Danielle, KS 38197",Eugenefurt,Oklahoma,Aruba,21232,Male,,,2024-08-13,5533.05,271.0,,Gold,Credit Card,Single,,,Reading,,,2024-03-25,Cost like your.,,False,
Cust_47,Loretta,Roberson,kathryn.walker@outlook.com,333.925.6189x3174,"12213 Rachel Courts West Timothy, IL 91515",Jacobsburgh,Montana,Libyan Arab Jamahiriya,,Male,33.0,2024-05-10,,5098.34,287.0,11.0,Silver,PayPal,Divorced,High School,Other,Music,2024-04-03,Inactive,2024-02-20,Become indicate.,,True,4.3
Cust_48,Samantha,Hawkins,clayton.logan@yahoo.com,9307994308,"PSC 0049, Box 7720 APO AE 05742",Lake Ambermouth,Oklahoma,Turkey,76212,Male,,,2024-06-13,5277.28,,,Silver,PayPal,Married,High School,,Music,,,2024-03-14,Close similar.,Cust_7512,True,1.1
Cust_49,Laura,Barnes,debbie.smith@None,605-201-9364,"5340 Tiffany Point Morganshire, ME 02229",Port Susan,Minnesota,Australia,,,65.0,,2024-03-16,7647.46,281.0,9.0,Silver,PayPal,Single,Master,,Music,2024-03-30,Inactive,2024-09-06,,Cust_8370,True,
Cust_50,Erica,Sanders,levi.brown@gmail.com,001-534-452-7515x725,"25129 Brian Divide North Daniel, FM 13092",East Alicia,North Dakota,Lao People's Democratic Republic,83834,Female,57.0,2024-07-23,,4235.92,,,Bronze,PayPal,Single,Master,Doctor,,2024-04-17,,2024-03-01,Message factor see.,,True,
Cust_51,Michael,Rojas,melissa.reynolds@yahoo.com,(440)310-6255,"51069 Richards Centers Suite 909 East Johnny, ND 31808",Herreratown,South Dakota,Gabon,,Male,,,,704.29,206.0,,Gold,Credit Card,Single,High School,Other,Sports,,Inactive,2024-04-11,Source son large.,Cust_4409,True,
Cust_52,Russell,Bailey,jeremy.hall@None,(459)510-0443x71044,"5313 Stacy Highway Apt. 001 North Jessica, MP 17927",North Chad,Minnesota,India,,Male,40.0,2024-09-25,,1272.55,,6.0,Platinum,Credit Card,Married,Bachelor,Teacher,Sports,2024-10-11,Inactive,2024-07-15,Ok shoulder final.,,True,
Cust_53,Fred,Mann,karen.daniels@None,+1-933-499-4081x871,"166 Jessica Trail Davisburgh, AZ 46092",South Courtney,Connecticut,Pakistan,23719,,35.0,2024-01-02,2024-06-18,8949.64,,,Gold,PayPal,Divorced,Bachelor,Teacher,Sports,2024-08-20,Inactive,2024-09-17,Difference military.,Cust_6910,True,4.5
Cust_54,William,Richards,rachel.johnson@yahoo.com,9246559241,USNS Adams FPO AA 62477,Gallagherfort,Hawaii,Guernsey,56649,Female,,,2024-04-04,868.14,,,Bronze,PayPal,Single,High School,,,2024-03-06,,2024-09-20,Coach artist wrong.,Cust_880,False,
Cust_55,Elizabeth,Buchanan,matthew.greene@outlook.com,(288)672-3614,"1965 Stanton Centers Apt. 901 North Hunter, OH 78651",North Michaelberg,West Virginia,Equatorial Guinea,,Female,53.0,2024-03-30,2024-09-28,224.92,271.0,8.0,Gold,Debit Card,,,Teacher,,,,2024-06-16,Story record almost.,Cust_4373,False,
Cust_56,Catherine,Lam,tina.stevenson@gmail.com,(515)522-9372x5459,"73596 Nathan Station Loriland, WV 05597",Crawfordburgh,Nevada,Malawi,,,,2024-07-25,,3330.52,233.0,8.0,,PayPal,Divorced,Bachelor,Other,Sports,2024-09-25,Active,2024-06-20,Treatment young.,Cust_7384,False,
Cust_57,Molly,Sanders,jamie.perry@gmail.com,(568)211-8545x44870,"19809 Banks Pines Suite 081 Robertside, WV 38149",South Taramouth,Pennsylvania,Sao Tome and Principe,88637,Female,,2024-09-16,2024-03-05,3970.89,287.0,6.0,Gold,Debit Card,,High School,Doctor,Reading,2024-03-29,Inactive,2024-03-18,This nothing.,Cust_2803,True,
Cust_58,Rita,Ortiz,christopher.phillips@outlook.com,491.653.3620x082,"2039 Ortiz Neck Lake Charlenebury, FM 17377",South Jenniferberg,California,Equatorial Guinea,05241,Male,58.0,,2024-03-11,7221.92,296.0,10.0,,,Married,Master,,Music,2024-01-28,Active,2024-01-26,,,True,2.2
Cust_59,Alexander,Walters,jose.maxwell@gmail.com,965-895-0479x2975,"815 Allison Turnpike Whitneyburgh, CT 29114",Lake Anthonyland,Delaware,Congo,,Female,,,2024-05-14,1069.53,,,Platinum,Credit Card,,Bachelor,Teacher,Reading,2024-06-01,,2024-04-24,,Cust_6444,True,1.2
Cust_60,Andrew,Wilson,tracy.wilson@None,001-676-727-3244,"08974 Jeffrey Street Suite 537 East Casey, AZ 91733",North Briannaville,Iowa,Venezuela,78655,Male,56.0,,,4373.44,265.0,3.0,Silver,,Married,High School,Other,Music,2024-03-18,Inactive,2024-05-13,Religious baby.,Cust_7212,True,
Cust_61,Mary,Walker,megan.scott@gmail.com,845.857.3672,"8233 Michael Forges Apt. 001 East Patricia, CO 78127",East Joannamouth,Connecticut,Aruba,,,,2024-01-13,2024-08-28,8020.53,,4.0,Bronze,Credit Card,Single,Bachelor,,Traveling,,Inactive,2024-01-19,,Cust_1897,False,
Cust_62,Brooke,Carter,renee.lee@None,001-242-967-7342,"44659 Alan Street Salasborough, VI 54198",Turnerville,Georgia,Gibraltar,97476,Female,,2024-10-02,,9117.84,,,,Credit Card,Divorced,High School,Doctor,Music,2024-01-23,,2024-01-31,Week wide it suffer.,Cust_1585,False,
Cust_63,Jennifer,Johnson,brandon.powell@gmail.com,910-568-8324x8751,"PSC 5762, Box 6297 APO AA 46893",North Sara,Illinois,Saint Lucia,53097,Female,,,2024-07-18,7237.83,,,Silver,PayPal,Single,,,Traveling,,,2024-02-16,Shake enjoy we put.,,False,
Cust_64,Joshua,Stone,bryan.perez@gmail.com,998-520-4604,"49703 Dominguez Locks Suite 849 Chapmanville, PR 26170",Stevensmouth,New Jersey,Venezuela,62577,Male,22.0,2024-03-04,2024-01-14,2530.96,,3.0,Gold,Debit Card,Single,High School,Doctor,Sports,2024-05-12,,2024-06-11,TV box view assume.,Cust_8932,True,
Cust_65,Edwin,Lopez,julie.reyes@yahoo.com,440.838.5806,"129 Robert Trail Suite 664 Payneville, AR 70691",South Cynthiachester,Virginia,Tokelau,,Female,68.0,,,8584.79,240.0,9.0,Silver,Debit Card,Married,Bachelor,Doctor,Music,,Inactive,2024-08-20,,Cust_5416,True,
Cust_66,Christopher,Myers,chad.medina@yahoo.com,+1-597-571-0484x108,"3842 Sullivan Unions Apt. 950 Glasstown, PW 95119",Dwayneville,Maryland,Thailand,,Male,,2024-09-24,,6077.38,310.0,10.0,Silver,Credit Card,Single,,,Traveling,,,2024-05-14,,Cust_7067,True,3.6
Cust_67,Trevor,Davis,eduardo.graham@gmail.com,001-309-871-8164x723,"199 Dalton Pike Fullermouth, OR 55099",Eileenmouth,Florida,Zambia,,Female,,2024-09-23,,6415.45,295.0,11.0,Silver,Credit Card,Married,High School,Doctor,Music,,Inactive,2024-05-12,Theory adult why.,,False,2.5
Cust_68,Brett,Brown,joshua.brown@None,+1-235-913-1388,"9936 Stokes Ridge Walkerview, AR 86319",Port Tina,Missouri,Kenya,30104,Male,,,2024-01-06,9763.27,,,Platinum,,,Bachelor,Doctor,Traveling,,,2024-06-27,,Cust_3764,False,
Cust_69,Michelle,Gonzalez,elizabeth.davis@outlook.com,(397)732-5182,"78016 Denise Dale Apt. 639 West Rebeccafurt, CO 36050",New Ariana,Florida,Sao Tome and Principe,,Female,,,2024-08-14,5931.68,,,Platinum,Credit Card,Divorced,Master,Teacher,Music,2024-07-06,Active,2024-02-10,,,True,
Cust_70,Roger,Davis,michelle.browning@outlook.com,001-231-428-2180x3517,"768 Erika Way North Jill, CA 75581",Carolynside,Idaho,Vanuatu,51773,,,,2024-07-27,3233.87,,,Gold,Credit Card,,Bachelor,Other,Traveling,,,2024-05-04,,Cust_6119,True,
Cust_71,Christopher,Moore,richard.wilson@yahoo.com,452.722.5011,"166 Ashley Garden North Jessicaland, AR 15862",Freemanside,Kansas,Mauritania,02722,Male,49.0,2024-04-11,,7004.63,,,,PayPal,Married,Master,Engineer,Reading,2024-09-24,,2024-02-06,,,False,2.1
Cust_72,William,Clark,elizabeth.smith@None,450-481-3561x973,"2851 Mary Gateway Dianebury, AR 63464",West Kimberly,Delaware,Gibraltar,,Female,,2024-08-06,2024-08-19,7431.18,,10.0,,Debit Card,Single,Bachelor,Teacher,Reading,,,2024-05-19,,,True,
Cust_73,Russell,Baker,shane.torres@yahoo.com,972-515-1867,"43538 Bennett Mission Apt. 045 East Juan, AL 05322",Angelashire,Massachusetts,Yemen,46345,Male,25.0,,2024-05-13,611.69,190.0,,Silver,,Married,High School,Doctor,Sports,2024-04-25,,2024-10-13,People forward same.,,False,
Cust_74,Jeffrey,Harris,amy.bishop@outlook.com,452.425.1043,"87488 Danielle Landing North Richard, ME 17707",North Sherri,Kentucky,Rwanda,,,59.0,,2024-09-23,5582.41,215.0,3.0,Bronze,,,High School,,Traveling,,,2024-10-08,,Cust_2782,True,2.0
Cust_75,Lauren,Bishop,lisa.young@outlook.com,585-293-4134,"455 Sheena Forest Suite 473 Barnettton, WI 78884",Bretthaven,New Jersey,Slovakia (Slovak Republic),47317,Male,48.0,2024-01-05,,2576.24,376.0,,,PayPal,Single,Master,,,2024-03-04,Active,2024-02-29,Data assume rock.,Cust_7240,False,
Cust_76,Jesse,Travis,cynthia.ramirez@None,(686)695-0325x06207,"0941 Brown Ville Kelleyview, PW 32867",Alanport,New York,Haiti,,Female,,,2024-06-29,8699.45,,6.0,Silver,PayPal,,High School,Teacher,Reading,2024-09-20,,2024-08-02,,,False,1.2
Cust_77,Carolyn,Smith,cynthia.davis@outlook.com,866-697-3810x38293,"822 Stacey Greens Timothyview, ND 53236",Evelynmouth,South Carolina,Andorra,,Female,,2024-08-14,2024-09-25,4183.38,,6.0,Silver,Debit Card,Married,Bachelor,Engineer,Reading,,Active,2024-07-20,,,False,3.2
Cust_78,Jacob,Ray,jeffrey.campbell@gmail.com,592-337-8861x68289,"499 Williams Stream Suite 766 Jonathanfurt, NH 01681",Tuckerchester,Tennessee,Trinidad and Tobago,86053,Female,,,2024-04-10,5139.03,,,Bronze,PayPal,Single,Master,,Traveling,,Active,2024-06-10,Southern ever stop.,,False,
Cust_79,Anthony,Alvarado,zachary.harris@gmail.com,911.346.5414,"4682 Goodwin Lane North Bonnieburgh, MP 77167",South Luis,California,Iraq,82205,,63.0,,,9879.64,310.0,,Platinum,PayPal,,Bachelor,Engineer,Sports,2024-08-28,Active,2024-07-16,Recognize live down.,Cust_4629,True,
Cust_80,Frances,Khan,ian.flowers@gmail.com,953-739-6035,"9380 Bradley Ferry Suite 066 Lopezborough, FL 01493",East Davidfurt,Delaware,Martinique,,Male,58.0,,2024-03-15,5121.17,214.0,11.0,Platinum,Debit Card,,Bachelor,,Traveling,2024-08-06,,2024-09-13,,Cust_2642,False,3.9
Cust_81,Kenneth,Herrera,jennifer.ferguson@yahoo.com,415-936-8513x3228,"PSC 6564, Box 2121 APO AE 66303",New Kellymouth,Florida,Cameroon,43002,Male,65.0,2024-09-27,2024-06-13,5633.67,,,,Debit Card,Married,,,Sports,2024-10-03,Active,2024-08-24,Work box summer one.,Cust_7296,True,
Cust_82,Allen,Hancock,lance.garner@None,612-262-7785x9369,Unit 3343 Box 2753 DPO AA 45789,Frazierbury,New Mexico,Kazakhstan,01587,Female,48.0,,2024-02-07,5626.0,,1.0,Bronze,PayPal,,,,Reading,2024-04-23,,2024-03-19,Him look bag boy.,,True,1.2
Cust_83,Samuel,Case,doris.carrillo@yahoo.com,+1-746-710-1556x10514,"5760 Ruiz Heights Reeveshaven, SC 23673",Angelaborough,Florida,Portugal,,Female,,2024-08-30,,1599.84,5.0,,Gold,,Single,Bachelor,Teacher,Reading,2024-07-20,,2024-07-17,Official laugh.,Cust_2149,False,2.5
Cust_84,Charlotte,Rodriguez,jeremy.wood@yahoo.com,603.289.1986,"119 Martin Gardens Anthonyberg, AK 37284",West Jamestown,Arkansas,Morocco,27926,,48.0,,2024-06-27,4046.38,,,Bronze,Debit Card,Divorced,Master,Other,Traveling,2024-05-14,,2024-10-06,Address hot else.,Cust_648,False,
Cust_85,Gail,Jones,kenneth.hernandez@yahoo.com,(619)656-5405x67078,"727 King Isle South Eric, KS 10544",Millertown,Maine,Spain,32433,Female,46.0,2024-04-04,,7546.21,318.0,,Platinum,,Single,High School,Other,Music,,Inactive,2024-06-14,Open avoid power.,Cust_434,True,
Cust_86,Luke,Whitney,james.gross@yahoo.com,001-722-638-5333x88462,"088 Lara Hollow Bethanystad, OK 77344",West Melissaport,Idaho,Honduras,,,,2024-03-13,,353.84,277.0,,Platinum,PayPal,Divorced,,,Sports,,,2024-04-23,Quality water.,Cust_5298,False,2.7
Cust_87,Diane,Roberts,vincent.clark@outlook.com,6052068818,Unit 1372 Box 8682 DPO AE 57489,Jensenfort,New Jersey,Ecuador,18189,,39.0,,,973.05,,5.0,Gold,Debit Card,Divorced,,Doctor,Traveling,2024-09-19,Inactive,2024-10-13,Your available land.,,False,
