CustomerID,Email,updated_phone_number,City,State,Country,Gender,Age,Updated_Joined_date,updated_last_purchase_date,TotalSpent,LoyaltyPoints,PurchaseFrequency,CustomerSegment,PreferredPaymentMethod,MaritalStatus,Updated_Account_creation_date,AccountStatus,LastUpdated,Updated_Referrer_Id,FeedbackRating,Domain of mail,country_code
Cust_15,mark.le@gmail.com,744-834-5908,Mirandaland,West Virginia,Qatar,Male,44,15-06-2024,02-02-2024,6579.71,267,12,Gold,Cash,Divorced,03-04-2024,Active,08-02-2024,Cust_15,3.2,gmail.com,744
Cust_16,heather.bush@outlook.com,744-998-0626,Deniseland,Kansas,Tuvalu,Male,44,23-10-2024,05-02-2024,5585.33,250,6,Bronze,PayPal,Divorced,25-01-2024,Inactive,20-08-2024,Cust_8128,4.2,outlook.com,744
Cust_17,jeremy.ferguson@outlook.com,001-286-323-0136-133,Port Michellefort,Hawaii,Korea,Female,45,23-10-2024,13-05-2024,4373.66,468,6,Gold,PayPal,Other,10-09-2024,Inactive,07-02-2024,Cust_7045,2.9,outlook.com,001
Cust_18,howard.bryan@None,+1-522-650-1733-3513,East Kimberly,Tennessee,Madagascar,Male,44,23-10-2024,06-10-2024,6093.27,276,6,Gold,PayPal,Married,23-10-2024,Inactive,26-06-2024,Cust_3205,1.1,None,+1
Cust_19,michael.baker@outlook.com,550-969-4523,South Jason,Illinois,Central African Republic,Other,44,23-10-2024,08-10-2024,7645.87,89,6,Gold,PayPal,Other,04-04-2024,Inactive,30-01-2024,Cust_828,2.9,outlook.com,550
Cust_20,joshua.robinson@outlook.com,812-973-6755,Clarkbury,Mississippi,British Virgin Islands,Female,46,23-10-2024,23-03-2024,8821.95,250,6,Platinum,PayPal,Other,23-10-2024,Inactive,04-09-2024,Cust_2227,2.9,outlook.com,812
Cust_21,eric.martinez@gmail.com,+1-232-307-5832-368,Cunninghambury,Iowa,Guinea,Male,51,16-05-2024,12-10-2024,2462.03,140,6,Platinum,Debit Card,Divorced,23-10-2024,Active,11-03-2024,Cust_21,1.3,gmail.com,+1
Cust_22,richard.bryan@yahoo.com,481-431-7063-28977,Jasonbury,Michigan,Congo,Other,63,25-03-2024,23-10-2024,5170.09,250,5,Bronze,Debit Card,Married,23-10-2024,Inactive,17-05-2024,Cust_22,4.9,yahoo.com,481
Cust_23,robert.white@yahoo.com,+1-733-896-1707-738,Brandyburgh,Massachusetts,Jamaica,Male,22,23-10-2024,07-04-2024,8406.04,317,9,Bronze,Debit Card,Married,23-10-2024,Active,15-06-2024,Cust_23,4.8,yahoo.com,+1
Cust_24,kevin.patel@None,+1-848-469-3715-01926,Jamesstad,Connecticut,Angola,Female,26,21-05-2024,23-10-2024,3249.78,250,6,Bronze,Debit Card,Married,23-10-2024,Active,08-10-2024,Cust_24,2.9,None,+1
Cust_25,jon.johnson@yahoo.com,001-396-447-0572-68004,West Jesus,Washington,Aruba,Other,25,23-10-2024,01-03-2024,8025.4,298,10,Silver,Cash,Single,07-02-2024,Inactive,18-09-2024,Cust_25,2.9,yahoo.com,001
Cust_26,hector.walters@gmail.com,858-790-7850,South Jeffery,Maryland,Burkina Faso,Male,44,23-10-2024,21-05-2024,9344.05,427,9,Platinum,PayPal,Single,13-06-2024,Active,09-06-2024,Cust_8221,1.3,gmail.com,858
Cust_27,robyn.wright@yahoo.com,861-370-1312,South Lynnmouth,Oregon,Yemen,Other,45,03-05-2024,28-06-2024,9551.22,292,2,Bronze,Credit Card,Single,23-10-2024,Active,10-04-2024,Cust_3879,4.2,yahoo.com,861
Cust_28,stephanie.smith@yahoo.com,225-716-2328,Christopherfort,Alabama,Ghana,Other,35,14-10-2024,23-10-2024,1765.23,250,6,Silver,Debit Card,Divorced,23-10-2024,Active,16-02-2024,Cust_28,2.9,yahoo.com,225
Cust_29,mike.martinez@outlook.com,252-606-5381,Colemanbury,West Virginia,Tanzania,Female,49,14-02-2024,23-10-2024,2100.99,250,6,Platinum,Cash,Married,23-10-2024,Inactive,02-09-2024,Cust_7087,1.5,outlook.com,252
Cust_30,jonathan.miller@gmail.com,955-976-3646,Andreaburgh,Tennessee,Jersey,Female,44,13-01-2024,15-06-2024,7212.49,250,10,Gold,Debit Card,Single,23-10-2024,Inactive,20-03-2024,Cust_30,2.3,gmail.com,955
Cust_31,martha.maxwell@yahoo.com,+1-574-998-7822-1052,Port Whitneyview,North Carolina,Puerto Rico,Male,44,23-10-2024,23-10-2024,2573.11,243,6,Other,Credit Card,Married,23-10-2024,Active,10-04-2024,Cust_31,2.9,yahoo.com,+1
Cust_32,teresa.arnold@outlook.com,+1-869-873-4811-725,East Kimberly,Alaska,Benin,Male,57,13-10-2024,23-10-2024,5372.44,250,12,Silver,Cash,Other,23-10-2024,Active,15-01-2024,Cust_32,1.8,outlook.com,+1
Cust_33,anne.johnson@gmail.com,550-248-2816,South Stephen,Nebraska,Bermuda,Other,44,23-10-2024,10-08-2024,129.09,412,6,Gold,Credit Card,Other,07-08-2024,Active,07-02-2024,Cust_33,2.9,gmail.com,550
Cust_34,michelle.smith@outlook.com,245-422-2150-2334,East John,Utah,Turkmenistan,Male,59,17-05-2024,23-10-2024,466.54,250,6,Bronze,Debit Card,Married,23-10-2024,Active,24-05-2024,Cust_6436,2.9,outlook.com,245
Cust_35,heather.medina@gmail.com,+1-480-426-3113-3264,North Jessica,Connecticut,Kyrgyz Republic,Other,44,12-02-2024,23-10-2024,2249,250,4,Other,Debit Card,Married,04-02-2024,Active,18-05-2024,Cust_35,2.9,gmail.com,+1
Cust_36,hannah.fischer@yahoo.com,806-923-9818-093,Port Catherinebury,Montana,American Samoa,Female,30,16-01-2024,19-04-2024,3921.43,250,6,Bronze,Cash,Other,11-10-2024,Active,24-03-2024,Cust_4761,4.1,yahoo.com,806
Cust_37,linda.henry@yahoo.com,+1-325-989-5687-326,Christopherstad,Montana,Bahrain,Other,44,23-10-2024,23-10-2024,3411.25,250,6,Other,Credit Card,Divorced,14-03-2024,Active,13-03-2024,Cust_8976,1.5,yahoo.com,+1
Cust_38,jennifer.thomas@gmail.com,622-222-0167,Marissaland,Georgia,Myanmar,Male,44,23-10-2024,23-10-2024,511.86,135,3,Silver,Credit Card,Divorced,26-08-2024,Active,26-07-2024,Cust_38,4.7,gmail.com,622
Cust_39,hannah.anderson@None,532-447-4348-679,East Chadside,West Virginia,Bulgaria,Male,50,23-10-2024,24-04-2024,4019.69,250,2,Platinum,Cash,Divorced,23-10-2024,Active,07-07-2024,Cust_39,2.9,None,532
Cust_40,bradley.burns@outlook.com,823-914-1864-05997,Port Lori,Maine,Egypt,Female,44,02-06-2024,02-03-2024,9142.93,266,9,Other,Cash,Single,13-08-2024,Active,23-08-2024,Cust_3449,2.2,outlook.com,823
Cust_41,david.castillo@yahoo.com,441-799-6854-75008,Griffithhaven,Louisiana,Tonga,Other,27,08-09-2024,23-10-2024,8933.77,38,9,Gold,PayPal,Single,23-10-2024,Inactive,24-03-2024,Cust_22,3.3,yahoo.com,441
Cust_42,kenneth.moore@None,950-297-8785,West Thomasberg,Maryland,India,Male,46,23-10-2024,24-09-2024,7221.99,423,11,Bronze,PayPal,Other,13-05-2024,Inactive,09-05-2024,Cust_5722,1.9,None,950
Cust_43,daniel.mercer@outlook.com,450-412-3519,North David,Georgia,Slovenia,Other,58,23-10-2024,23-10-2024,2480.43,82,6,Silver,Cash,Other,26-05-2024,Active,14-08-2024,Cust_9368,2.9,outlook.com,450
Cust_44,stephanie.duke@None,556-651-2521,Port Edwardbury,North Dakota,Belgium,Female,44,23-10-2024,23-10-2024,6939.69,250,3,Gold,PayPal,Divorced,13-07-2024,Active,03-09-2024,Cust_44,2.9,None,556
Cust_45,kenneth.drake@None,893-441-3701-685,Sandraport,North Dakota,Cape Verde,Male,57,27-04-2024,23-10-2024,7010.36,250,6,Platinum,Cash,Married,03-01-2024,Inactive,08-04-2024,Cust_4202,2.9,None,893
Cust_46,ashley.frye@yahoo.com,805-299-1535,Eugenefurt,Oklahoma,Aruba,Male,44,23-10-2024,13-08-2024,5533.05,271,6,Gold,Credit Card,Single,23-10-2024,Active,25-03-2024,Cust_46,2.9,yahoo.com,805
Cust_47,kathryn.walker@outlook.com,333-925-6189-3174,Jacobsburgh,Montana,Libyan Arab Jamahiriya,Male,33,10-05-2024,23-10-2024,5098.34,287,11,Silver,PayPal,Divorced,03-04-2024,Inactive,20-02-2024,Cust_47,4.3,outlook.com,333
Cust_48,clayton.logan@yahoo.com,930-799-4308,Lake Ambermouth,Oklahoma,Turkey,Male,44,23-10-2024,13-06-2024,5277.28,250,6,Silver,PayPal,Married,23-10-2024,Active,14-03-2024,Cust_7512,1.1,yahoo.com,930
Cust_49,debbie.smith@None,605-201-9364,Port Susan,Minnesota,Australia,Other,65,23-10-2024,16-03-2024,7647.46,281,9,Silver,PayPal,Single,30-03-2024,Inactive,06-09-2024,Cust_8370,2.9,None,605
Cust_50,levi.brown@gmail.com,001-534-452-7515-725,East Alicia,North Dakota,Lao People's Democratic Republic,Female,57,23-07-2024,23-10-2024,4235.92,250,6,Bronze,PayPal,Single,17-04-2024,Active,01-03-2024,Cust_50,2.9,gmail.com,001
Cust_51,melissa.reynolds@yahoo.com,440-310-6255,Herreratown,South Dakota,Gabon,Male,44,23-10-2024,23-10-2024,704.29,206,6,Gold,Credit Card,Single,23-10-2024,Inactive,11-04-2024,Cust_4409,2.9,yahoo.com,440
Cust_52,jeremy.hall@None,459-510-0443-71044,North Chad,Minnesota,India,Male,40,25-09-2024,23-10-2024,1272.55,250,6,Platinum,Credit Card,Married,11-10-2024,Inactive,15-07-2024,Cust_52,2.9,None,459
Cust_53,karen.daniels@None,+1-933-499-4081-871,South Courtney,Connecticut,Pakistan,Other,35,02-01-2024,18-06-2024,8949.64,250,6,Gold,PayPal,Divorced,20-08-2024,Inactive,17-09-2024,Cust_6910,4.5,None,+1
Cust_54,rachel.johnson@yahoo.com,924-655-9241,Gallagherfort,Hawaii,Guernsey,Female,44,23-10-2024,04-04-2024,868.14,250,6,Bronze,PayPal,Single,06-03-2024,Active,20-09-2024,Cust_880,2.9,yahoo.com,924
Cust_55,matthew.greene@outlook.com,288-672-3614,North Michaelberg,West Virginia,Equatorial Guinea,Female,53,30-03-2024,28-09-2024,224.92,271,8,Gold,Debit Card,Other,23-10-2024,Active,16-06-2024,Cust_4373,2.9,outlook.com,288
Cust_56,tina.stevenson@gmail.com,515-522-9372-5459,Crawfordburgh,Nevada,Malawi,Other,44,25-07-2024,23-10-2024,3330.52,233,8,Other,PayPal,Divorced,25-09-2024,Active,20-06-2024,Cust_7384,2.9,gmail.com,515
Cust_57,jamie.perry@gmail.com,568-211-8545-44870,South Taramouth,Pennsylvania,Sao Tome and Principe,Female,44,16-09-2024,05-03-2024,3970.89,287,6,Gold,Debit Card,Other,29-03-2024,Inactive,18-03-2024,Cust_2803,2.9,gmail.com,568
Cust_58,christopher.phillips@outlook.com,491-653-3620-082,South Jenniferberg,California,Equatorial Guinea,Male,58,23-10-2024,11-03-2024,7221.92,296,10,Other,Cash,Married,28-01-2024,Active,26-01-2024,Cust_58,2.2,outlook.com,491
Cust_59,jose.maxwell@gmail.com,965-895-0479-2975,Lake Anthonyland,Delaware,Congo,Female,44,23-10-2024,14-05-2024,1069.53,250,6,Platinum,Credit Card,Other,01-06-2024,Active,24-04-2024,Cust_6444,1.2,gmail.com,965
Cust_60,tracy.wilson@None,001-676-727-3244,North Briannaville,Iowa,Venezuela,Male,56,23-10-2024,23-10-2024,4373.44,265,3,Silver,Cash,Married,18-03-2024,Inactive,13-05-2024,Cust_7212,2.9,None,001
Cust_61,megan.scott@gmail.com,845-857-3672,East Joannamouth,Connecticut,Aruba,Other,44,13-01-2024,28-08-2024,8020.53,250,4,Bronze,Credit Card,Single,23-10-2024,Inactive,19-01-2024,Cust_1897,2.9,gmail.com,845
Cust_62,renee.lee@None,001-242-967-7342,Turnerville,Georgia,Gibraltar,Female,44,02-10-2024,23-10-2024,9117.84,250,6,Other,Credit Card,Divorced,23-01-2024,Active,31-01-2024,Cust_1585,2.9,None,001
Cust_63,brandon.powell@gmail.com,910-568-8324-8751,North Sara,Illinois,Saint Lucia,Female,44,23-10-2024,18-07-2024,7237.83,250,6,Silver,PayPal,Single,23-10-2024,Active,16-02-2024,Cust_63,2.9,gmail.com,910
Cust_64,bryan.perez@gmail.com,998-520-4604,Stevensmouth,New Jersey,Venezuela,Male,22,04-03-2024,14-01-2024,2530.96,250,3,Gold,Debit Card,Single,12-05-2024,Active,11-06-2024,Cust_8932,2.9,gmail.com,998
Cust_65,julie.reyes@yahoo.com,440-838-5806,South Cynthiachester,Virginia,Tokelau,Female,68,23-10-2024,23-10-2024,8584.79,240,9,Silver,Debit Card,Married,23-10-2024,Inactive,20-08-2024,Cust_5416,2.9,yahoo.com,440
Cust_66,chad.medina@yahoo.com,+1-597-571-0484-108,Dwayneville,Maryland,Thailand,Male,44,24-09-2024,23-10-2024,6077.38,310,10,Silver,Credit Card,Single,23-10-2024,Active,14-05-2024,Cust_7067,3.6,yahoo.com,+1
Cust_67,eduardo.graham@gmail.com,001-309-871-8164-723,Eileenmouth,Florida,Zambia,Female,44,23-09-2024,23-10-2024,6415.45,295,11,Silver,Credit Card,Married,23-10-2024,Inactive,12-05-2024,Cust_67,2.5,gmail.com,001
Cust_68,joshua.brown@None,+1-235-913-1388,Port Tina,Missouri,Kenya,Male,44,23-10-2024,06-01-2024,9763.27,250,6,Platinum,Cash,Other,23-10-2024,Active,27-06-2024,Cust_3764,2.9,None,+1
Cust_69,elizabeth.davis@outlook.com,397-732-5182,New Ariana,Florida,Sao Tome and Principe,Female,44,23-10-2024,14-08-2024,5931.68,250,6,Platinum,Credit Card,Divorced,06-07-2024,Active,10-02-2024,Cust_69,2.9,outlook.com,397
Cust_70,michelle.browning@outlook.com,001-231-428-2180-3517,Carolynside,Idaho,Vanuatu,Other,44,23-10-2024,27-07-2024,3233.87,250,6,Gold,Credit Card,Other,23-10-2024,Active,04-05-2024,Cust_6119,2.9,outlook.com,001
Cust_71,richard.wilson@yahoo.com,452-722-5011,Freemanside,Kansas,Mauritania,Male,49,11-04-2024,23-10-2024,7004.63,250,6,Other,PayPal,Married,24-09-2024,Active,06-02-2024,Cust_71,2.1,yahoo.com,452
Cust_72,elizabeth.smith@None,450-481-3561-973,West Kimberly,Delaware,Gibraltar,Female,44,06-08-2024,19-08-2024,7431.18,250,10,Other,Debit Card,Single,23-10-2024,Active,19-05-2024,Cust_72,2.9,None,450
Cust_73,shane.torres@yahoo.com,972-515-1867,Angelashire,Massachusetts,Yemen,Male,25,23-10-2024,13-05-2024,611.69,190,6,Silver,Cash,Married,25-04-2024,Active,13-10-2024,Cust_73,2.9,yahoo.com,972
Cust_74,amy.bishop@outlook.com,452-425-1043,North Sherri,Kentucky,Rwanda,Other,59,23-10-2024,23-09-2024,5582.41,215,3,Bronze,Cash,Other,23-10-2024,Active,08-10-2024,Cust_2782,2,outlook.com,452
Cust_75,lisa.young@outlook.com,585-293-4134,Bretthaven,New Jersey,Slovakia (Slovak Republic),Male,48,05-01-2024,23-10-2024,2576.24,376,6,Other,PayPal,Single,04-03-2024,Active,29-02-2024,Cust_7240,2.9,outlook.com,585
Cust_76,cynthia.ramirez@None,686-695-0325-06207,Alanport,New York,Haiti,Female,44,23-10-2024,29-06-2024,8699.45,250,6,Silver,PayPal,Other,20-09-2024,Active,02-08-2024,Cust_76,1.2,None,686
Cust_77,cynthia.davis@outlook.com,866-697-3810-38293,Evelynmouth,South Carolina,Andorra,Female,44,14-08-2024,25-09-2024,4183.38,250,6,Silver,Debit Card,Married,23-10-2024,Active,20-07-2024,Cust_77,3.2,outlook.com,866
Cust_78,jeffrey.campbell@gmail.com,592-337-8861-68289,Tuckerchester,Tennessee,Trinidad and Tobago,Female,44,23-10-2024,10-04-2024,5139.03,250,6,Bronze,PayPal,Single,23-10-2024,Active,10-06-2024,Cust_78,2.9,gmail.com,592
Cust_79,zachary.harris@gmail.com,911-346-5414,South Luis,California,Iraq,Other,63,23-10-2024,23-10-2024,9879.64,310,6,Platinum,PayPal,Other,28-08-2024,Active,16-07-2024,Cust_4629,2.9,gmail.com,911
Cust_80,ian.flowers@gmail.com,953-739-6035,East Davidfurt,Delaware,Martinique,Male,58,23-10-2024,15-03-2024,5121.17,214,11,Platinum,Debit Card,Other,06-08-2024,Active,13-09-2024,Cust_2642,3.9,gmail.com,953
Cust_81,jennifer.ferguson@yahoo.com,415-936-8513-3228,New Kellymouth,Florida,Cameroon,Male,65,27-09-2024,13-06-2024,5633.67,250,6,Other,Debit Card,Married,03-10-2024,Active,24-08-2024,Cust_7296,2.9,yahoo.com,415
Cust_82,lance.garner@None,612-262-7785-9369,Frazierbury,New Mexico,Kazakhstan,Female,48,23-10-2024,07-02-2024,5626,250,1,Bronze,PayPal,Other,23-04-2024,Active,19-03-2024,Cust_82,1.2,None,612
Cust_83,doris.carrillo@yahoo.com,+1-746-710-1556-10514,Angelaborough,Florida,Portugal,Female,44,30-08-2024,23-10-2024,1599.84,5,6,Gold,Cash,Single,20-07-2024,Active,17-07-2024,Cust_2149,2.5,yahoo.com,+1
Cust_84,jeremy.wood@yahoo.com,603-289-1986,West Jamestown,Arkansas,Morocco,Other,48,23-10-2024,27-06-2024,4046.38,250,6,Bronze,Debit Card,Divorced,14-05-2024,Active,06-10-2024,Cust_648,2.9,yahoo.com,603
Cust_85,kenneth.hernandez@yahoo.com,619-656-5405-67078,Millertown,Maine,Spain,Female,46,04-04-2024,23-10-2024,7546.21,318,6,Platinum,Cash,Single,23-10-2024,Inactive,14-06-2024,Cust_434,2.9,yahoo.com,619
Cust_86,james.gross@yahoo.com,001-722-638-5333-88462,West Melissaport,Idaho,Honduras,Other,44,13-03-2024,23-10-2024,353.84,277,6,Platinum,PayPal,Divorced,23-10-2024,Active,23-04-2024,Cust_5298,2.7,yahoo.com,001
Cust_87,vincent.clark@outlook.com,605-206-8818,Jensenfort,New Jersey,Ecuador,Other,39,23-10-2024,23-10-2024,973.05,250,5,Gold,Debit Card,Divorced,19-09-2024,Inactive,13-10-2024,Cust_87,2.9,outlook.com,605
Cust_88,danielle.fernandez@yahoo.com,+1-415-405-6583,South Marcusburgh,Delaware,Samoa,Female,41,23-10-2024,23-10-2024,6847.81,250,3,Silver,Credit Card,Married,30-08-2024,Active,31-05-2024,Cust_88,1.1,yahoo.com,+1
Cust_89,stacey.cannon@None,+1-309-930-2021-2689,Pierceland,Montana,Micronesia,Male,44,23-10-2024,23-10-2024,8113.48,250,6,Silver,Cash,Divorced,23-10-2024,Active,30-08-2024,Cust_89,2.2,None,+1
Cust_90,robert.brown@outlook.com,822-908-6058,Cindyburgh,California,Fiji,Other,44,23-10-2024,14-05-2024,5772.07,250,10,Bronze,Cash,Other,23-10-2024,Inactive,15-07-2024,Cust_90,2.9,outlook.com,822
Cust_91,megan.owens@outlook.com,770-597-3379,New Linda,Tennessee,Belize,Female,44,14-10-2024,23-10-2024,8145.35,64,1,Gold,Debit Card,Married,23-10-2024,Active,04-09-2024,Cust_8573,2.3,outlook.com,770
Cust_92,roy.jackson@gmail.com,+1-705-511-1967-03893,Port Kellymouth,Colorado,Lesotho,Female,46,04-04-2024,06-06-2024,1590.71,250,6,Silver,Cash,Single,23-10-2024,Inactive,11-10-2024,Cust_2364,2.3,gmail.com,+1
Cust_93,lindsay.brown@yahoo.com,885-855-2987-8247,Terryfurt,Louisiana,Spain,Male,18,23-10-2024,14-07-2024,759.19,279,9,Gold,PayPal,Other,23-10-2024,Inactive,21-03-2024,Cust_13,4.9,yahoo.com,885
Cust_94,david.day@outlook.com,001-243-704-7443-89397,Port Michaelview,Ohio,Nauru,Female,40,18-07-2024,31-01-2024,9397.22,250,9,Platinum,Credit Card,Other,23-10-2024,Inactive,26-02-2024,Cust_3169,2.7,outlook.com,001
Cust_95,brittany.wilson@yahoo.com,+1-304-983-7993-05923,South Catherinefurt,California,Tokelau,Male,33,23-10-2024,20-06-2024,8137.41,250,6,Platinum,Cash,Single,23-10-2024,Active,10-04-2024,Cust_95,2.9,yahoo.com,+1
Cust_96,jason.turner@gmail.com,+1-761-353-6375,East Robintown,Louisiana,Cayman Islands,Other,44,23-10-2024,23-10-2024,4879.02,320,6,Gold,Credit Card,Divorced,23-10-2024,Active,16-04-2024,Cust_96,2.9,gmail.com,+1
Cust_97,jose.patterson@gmail.com,+1-293-316-6070-072,South Terri,Georgia,Sao Tome and Principe,Other,57,04-10-2024,23-10-2024,3004.89,421,6,Gold,Credit Card,Married,23-10-2024,Active,21-03-2024,Cust_8615,2.9,gmail.com,+1
Cust_98,dustin.phillips@None,866-883-1626,East Amy,Rhode Island,Mexico,Male,44,23-10-2024,23-10-2024,2869.87,250,1,Other,Debit Card,Divorced,23-10-2024,Active,15-06-2024,Cust_98,1.1,None,866
Cust_99,kristin.potts@yahoo.com,001-222-896-2156-503,East Laurenberg,Virginia,Slovakia (Slovak Republic),Female,44,16-09-2024,23-10-2024,4519.68,279,7,Bronze,Debit Card,Divorced,28-09-2024,Inactive,05-05-2024,Cust_5561,4,yahoo.com,001
Cust_100,franklin.hamilton@None,+1-879-661-6805-2641,Bensonmouth,Hawaii,Egypt,Female,44,18-07-2024,23-10-2024,3865.53,19,9,Other,PayPal,Married,23-10-2024,Active,16-01-2024,Cust_100,1.2,None,+1
Cust_101,christopher.atkins@outlook.com,540-833-8851-63201,Port Jacob,Montana,Mayotte,Male,44,23-10-2024,23-10-2024,7780.39,250,6,Gold,PayPal,Divorced,12-09-2024,Active,05-08-2024,Cust_101,2.9,outlook.com,540
Cust_102,albert.foster@None,+1-261-515-6635-9646,Martinezfort,Arizona,Central African Republic,Other,44,23-10-2024,23-10-2024,4182.92,192,6,Bronze,Credit Card,Single,24-06-2024,Inactive,19-02-2024,Cust_102,4.2,None,+1
Cust_103,susan.walters@yahoo.com,671-981-0834-063,Johnstonstad,Utah,United Kingdom,Male,33,23-10-2024,05-03-2024,6903.08,250,6,Silver,Cash,Divorced,23-10-2024,Active,29-07-2024,Cust_778,2.9,yahoo.com,671
Cust_104,erica.fernandez@outlook.com,001-594-222-4317-9047,New Morganview,North Dakota,Panama,Other,28,01-07-2024,23-10-2024,9576.05,250,10,Gold,Credit Card,Single,09-04-2024,Active,15-03-2024,Cust_3352,2.9,outlook.com,001
Cust_105,april.murphy@gmail.com,+1-708-578-8245,New Russell,South Carolina,Croatia,Male,44,23-10-2024,12-01-2024,4058.48,250,6,Gold,PayPal,Divorced,23-10-2024,Active,09-06-2024,Cust_105,2.3,gmail.com,+1
Cust_106,brittney.cain@outlook.com,001-944-715-0376-49252,North Heatherport,New Hampshire,Fiji,Other,68,23-10-2024,23-10-2024,9433.62,250,6,Platinum,Credit Card,Single,23-10-2024,Active,18-04-2024,Cust_106,4.6,outlook.com,001
Cust_107,anthony.anderson@None,537-254-6453-8470,Thomasville,Wyoming,Sierra Leone,Female,56,23-10-2024,07-10-2024,4036.75,250,6,Silver,Credit Card,Married,12-06-2024,Active,04-05-2024,Cust_3730,2.5,None,537
Cust_108,derrick.jackson@gmail.com,001-588-375-6205-0147,Oliviashire,Tennessee,Yemen,Female,44,23-06-2024,23-10-2024,9922.73,4,2,Gold,Credit Card,Divorced,20-09-2024,Active,28-07-2024,Cust_5528,2.9,gmail.com,001
Cust_109,thomas.estrada@yahoo.com,683-496-8617,West Dianaville,Louisiana,Sao Tome and Principe,Other,44,23-07-2024,23-10-2024,8538.34,335,6,Bronze,Cash,Married,23-10-2024,Active,04-10-2024,Cust_1288,2.9,yahoo.com,683
Cust_110,dennis.barajas@yahoo.com,502-441-4456-07390,Glennfurt,Alabama,Cayman Islands,Other,66,23-08-2024,23-10-2024,7084,250,3,Platinum,Credit Card,Married,30-09-2024,Active,29-04-2024,Cust_9719,3.2,yahoo.com,502
